ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN,Demand Score,Stability Score,Competition Score,Margin Score,Composite Score,Cash Flow Score,Profit Score,Balanced Score,Opportunity Lane,Commercial Priority,Monthly Gross Profit,Price Compression,Lane Reason,Verdict,Verdict Reason
B0DX2JZJ3C,"Wilson Intrigue Jr 25 Tennis Racket, Lightweight Frame for Easy Handling, Performance-Ready Providing Stable Play and Powerful Shots, Arm-Friendly Strings, Colour: Teal/Blue, Size: 25",Wilson,https://www.amazon.co.uk/dp/B0DX2JZJ3C,Sports & Outdoors,OK,25.99,25.99,0.0%,26213,18868,42,50,3,2,Y,4.50,4.76,9.26,16.89,-0.17,-1.0%,13.94,26.16,95%,Amazon,yes,4.7,40,5,Y,5,AVERAGE,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK,KEEPA,0097512859424,097512859424,00097512859424,9,10,6,0,6.9,5.3,1.3,3,UNASSIGNED,9,-14.30,OK,,MAYBE-ROI,MAYBE-ROI | 84/mo | GBP-0.17 profit | GBP-14.30 monthly gross | stable | 3 sellers | needs trade under GBP13.94
B01H3S1L6S,Conwy Kayak Folding Kayak Trolley Cart K1 60kg Load Puncture Proof Flat Free Wheels for Canadian Canoe SUP Paddle Board Transport Carry Accessories,Conwy Kayak,https://www.amazon.co.uk/dp/B01H3S1L6S,Sports & Outdoors,OK,44.99,44.99,0.0%,26618,53448,19,0,3,3,N,5.55,6.77,12.32,29.24,3.43,11.7%,27.23,41.56,0%,Stands Out Ltd (94%) / A1GHPIEN6Z32NM,no,4.1,471,7,Y,5,STRONG,N,-,MAYBE-ROI,,KEEPA,5060183750760,,,9,10,9,1,7.7,8.4,5,7.5,BALANCED,2,130.30,OK,BALANCED | GBP130.30/mo | 38/mo | GBP3.43 unit profit | stable | 3 sellers,MAYBE,BALANCED | 38/mo | GBP3.43 profit | GBP130.30 monthly gross | stable | 3 sellers
B0DXKRFW7Q,"DUNLOP Tennis Racket TRISTORM PRO 100 LITE, Grip Size 3",Dunlop Sports,https://www.amazon.co.uk/dp/B0DXKRFW7Q,Sports & Outdoors,OK,59.36,59.95,1.0%,61591,376847,3,0,2,2,Y,2.72,9.91,12.63,38.58,8.14,21.1%,38.94,51.22,96%,Amazon,yes,0.0,0,2,Y,5,AVERAGE,N,-,AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0045566183200,045566183200,,3,10,6,4,5.9,4.4,7,5.4,UNASSIGNED,9,48.80,OK,,NO,NO | 6/mo est | GBP8.14 profit | stable | 2 sellers
B07T98XV91,"STIGA Prestige 5-Star Table Tennis Racket – Professional High-Speed Ping Pong Paddle with ITTF-Approved Rubber, 2.0mm Sponge, and WRB Technology – Comfortable Grip, Black / Red",STIGA,https://www.amazon.co.uk/dp/B07T98XV91,Sports & Outdoors,OK,55.70,64.25,13.0%,27192,56411,23,0,4,4,Y,2.72,9.35,12.07,36.21,7.42,20.5%,36.36,48.28,29%,Amazon,yes,4.4,196,7,Y,5,STRONG,N,-,,AMAZON CHECK,KEEPA,7318688027688,,07318688027688,9,10,7,3,7.7,8.2,6.9,8,BALANCED,1,341.30,SQUEEZED,BALANCED | GBP341.30/mo | 46/mo | GBP7.42 unit profit | SQUEEZED | 4 sellers,MAYBE,BALANCED | 46/mo | GBP7.42 profit | GBP341.30 monthly gross | SQUEEZED | 4 sellers
B003VRN56A,JOOLA Carbon Pro – Offensive Table Tennis Bat with 4YOU Rubber & Carbon Speed Technology,JOOLA,https://www.amazon.co.uk/dp/B003VRN56A,Sports & Outdoors,OK,26.90,27.17,1.0%,27231,24980,60,0,5,5,Y,2.72,4.91,7.63,17.48,1.79,10.2%,16.06,25.11,0%,Joola Tischtennis GmbH (100%) / A54MA695,yes,4.4,2917,7,N,4,AVERAGE,Y,-,MAYBE-ROI,AMAZON CHECK,KEEPA,"0002560541955, 0744288643954, 0772259200271, 0797770206762, 4002560541951, 4050572028144, 5468886183685","002560541955, 744288643954, 772259200271, 797770206762",04002560541951,10,10,5,0,7,7.8,3.5,6,CASH FLOW,1,214.80,OK,CASH FLOW | GBP214.80/mo | 120/mo | GBP1.79 unit profit | stable | 5 sellers,MAYBE,CASH FLOW | 120/mo | GBP1.79 profit | GBP214.80 monthly gross | stable | 5 sellers
B09PKM42RM,Surprizeshop Winter Golf Mitts Pair | Left & Right Hand | Universal Golf Trolley Hold Strap | Wind & Waterproof | One Size Fits All with Adjustable Toggle | Soft Warm Fleece Lining (Pink),Surprizeshop,https://www.amazon.co.uk/dp/B09PKM42RM,Sports & Outdoors,OK,22.75,22.83,0.0%,78273,21430,7,0,2,2,N,2.94,4.26,7.20,14.79,0.76,5.2%,12.96,21.99,0%,GolfGarb (60%) / A2ZOV1PQWIBEGF,no,3.9,82,8,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5060820388264,,,3,10,10,0,5.9,5.6,2.7,4.3,CASH FLOW,3,10.60,OK,CASH FLOW | GBP10.60/mo | 14/mo | GBP0.76 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 14/mo | GBP0.76 profit | GBP10.60 monthly gross | stable | 2 sellers
B003NGDN20,"Team Golf NFL New Orleans Saints Embroidered Golf Towel Embroidered Golf Towel, Checkered Scrubber Design, Embroidered Logo",Team Golf,https://www.amazon.co.uk/dp/B003NGDN20,Sports & Outdoors,OK,38.76,34.62,-12.0%,67378,69360,7,0,2,3,N,3.37,6.74,10.11,25.19,3.46,13.7%,23.88,35.30,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.8,10401,2,N,3,WEAK,N,-,MAYBE-ROI,PRICE CHECK; LOW SELLER CHECK,KEEPA,0637556318107,637556318107,00637556318107,4,5,10,1,4.9,5.9,4.5,5.8,BALANCED,3,48.40,OK,BALANCED | GBP48.40/mo | 14/mo | GBP3.46 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 14/mo | GBP3.46 profit | GBP48.40 monthly gross | stable | 2 sellers
B07XY8M2BT,"Titleist Jet Black Leather Golf Headcover, Fairway, Black/Red",Titleist,https://www.amazon.co.uk/dp/B07XY8M2BT,Sports & Outdoors,OK,50.00,50.00,0.0%,42630,189354,6,0,2,1,Y,2.96,8.47,11.43,32.50,6.07,18.7%,32.14,43.93,8%,AFOREDABLEGOLFLTD (74%) / A1XYUJ7TWUZR13,no,4.0,51,2,N,3,WEAK,N,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0706843422312,706843422312,00706843422312,6,10,9,1,6.8,7.1,6.5,7.3,PROFIT,3,72.80,OK,PROFIT | GBP72.80/mo | lower volume | GBP6.07 unit profit | stable | 2 sellers,BRAND APPROACH,PROFIT | 12/mo | GBP6.07 profit | GBP72.80 monthly gross | stable | 2 sellers
B075W4CHX7,"Franklin Sports Pickleball Bags - Pickleball Sling Bag Backpack for Gear + Equipment - Pickleball Bag for Men + Women - Holds Paddles, Pickleballs + Accessories - Official US Open Pickleball Bag",Franklin Sports,https://www.amazon.co.uk/dp/B075W4CHX7,Sports & Outdoors,OK,27.27,38.69,30.0%,39144,36610,22,0,11,4,N,3.25,4.96,8.21,17.73,1.34,7.5%,15.88,25.93,0%,AllsportsSuperstore (72%) / A38K1I95QEBY,no,4.5,5172,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,0025725473199,025725473199,00025725473199,9,10,0,0,5.7,6,1.6,4.8,UNASSIGNED,4,59.00,COMPRESSED,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 44/mo | GBP1.34 profit | GBP59.00 monthly gross | COMPRESSED | 11 sellers | needs trade under GBP15.88
B07DSR141W,Andux 5pcs/Set Golf 460cc Driver Fairway Wood Club Head Covers Long Neck Black/Red,Andux,https://www.amazon.co.uk/dp/B07DSR141W,Sports & Outdoors,OK,33.99,33.99,0.0%,28872,58440,32,0,2,2,N,3.25,6.00,9.25,22.09,2.65,12.0%,20.62,31.34,0%,Andux Store (100%) / AI0DEM54106VN,yes,4.4,88,8,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0681385046892,681385046892,,9,10,8,0,7.3,7.8,3.9,6.2,CASH FLOW,2,169.60,OK,CASH FLOW | GBP169.60/mo | 64/mo | GBP2.65 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 64/mo | GBP2.65 profit | GBP169.60 monthly gross | stable | 2 sellers
B07TB9Y1BD,"STIGA Vision 4-Star Table Tennis Bat, Black/Red",STIGA,https://www.amazon.co.uk/dp/B07TB9Y1BD,Sports & Outdoors,OK,53.78,55.25,3.0%,29324,26648,47,0,2,2,Y,2.72,9.05,11.77,34.96,7.05,20.2%,35.01,46.73,99%,Amazon,yes,4.5,110,7,Y,5,STRONG,N,-,AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,7318688027664,,07318688027664,9,10,7,3,7.7,8.2,7.1,7.7,CASH FLOW,1,662.70,OK,CASH FLOW | GBP662.70/mo | 94/mo | GBP7.05 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 94/mo | GBP7.05 profit | GBP662.70 monthly gross | stable | 2 sellers
B0DK6YZMN1,"MAZEL Golf Stand Bag 2 Way Divider 2 Pockets,Adjustable Shoulder Straps,Superior 900D Nylon Lightweight Material Pencil Golf Bag for Men Women (Blue)",MAZEL,https://www.amazon.co.uk/dp/B0DK6YZMN1,Sports & Outdoors,OK,49.99,52.98,6.0%,47233,33906,22,0,2,2,N,4.65,8.47,13.12,32.49,4.38,13.5%,30.73,45.61,0%,World Golf (100%) / A3DEV36K5Z1RQV,yes,4.2,36,6,Y,5,STRONG,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,7,10,10,1,7.3,8.9,5.1,7.8,BALANCED,2,192.70,OK,BALANCED | GBP192.70/mo | 44/mo | GBP4.38 unit profit | stable | 2 sellers,MAYBE,BALANCED | 44/mo | GBP4.38 profit | GBP192.70 monthly gross | stable | 2 sellers
B0CLT1121Y,"TurnWay Foldable Golf Travel Bag, Heavy Duty 900D Polyester Club Bag Waterproof Carry Bag Travel Case Cart Bag with Wheels, Soft-Sided Spacial Size for Golf GearTransportation (Black)",LEHAK,https://www.amazon.co.uk/dp/B0CLT1121Y,Sports & Outdoors,OK,53.91,45.37,-19.0%,29849,16791,50,50,2,2,N,4.51,9.08,13.59,35.04,5.28,15.1%,33.60,48.63,0%,STRACH DEAN LTD. (100%) / A35INH0EDGQ3L0,yes,4.8,13,7,N,4,AVERAGE,N,-,MAYBE-ROI,PRICE CHECK; LOW SELLER CHECK,KEEPA,8711777156655,,,9,3,9,1,5.6,8.6,5.8,8,UNASSIGNED,4,528.00,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 100/mo | GBP5.28 profit | GBP528.00 monthly gross | stable | 2 sellers | needs trade under GBP33.60
B003BK91CE,"Longridge Castle Golf Tees - (Blue, 17mm, 1000 Pieces Bulk)",Longridge,https://www.amazon.co.uk/dp/B003BK91CE,Sports & Outdoors,OK,22.95,22.95,0.0%,29902,61389,7,0,3,3,Y,3.26,4.29,7.55,14.92,0.48,3.2%,12.83,22.47,0%,ECADDIE (100%) / A14DM0OBRE86I5,no,4.4,206,3,Y,5,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,5060035123995,,,8,10,9,0,7.2,4.9,1.7,3.2,UNASSIGNED,9,6.70,OK,,MAYBE,MAYBE | 14/mo | GBP0.48 profit | GBP6.70 monthly gross | stable | 3 sellers | ROI 3%
B0D5GXRP2K,"VEVOR Badminton Net Set, Outdoor Backyard Beach Park Badminton Net, Portable Badminton Equipment Set, Adults Kids Badminton Net with Poles, Carrying Bag, 4 Iron Rackets, and 3 Nylon Shuttlecocks",VEVOR,https://www.amazon.co.uk/dp/B0D5GXRP2K,Sports & Outdoors,OK,33.99,33.99,0.0%,29955,82608,10,0,2,2,Y,5.10,6.00,11.10,22.09,0.80,3.6%,19.08,33.19,0%,VEVOR Store UK (81%) / A211U6BS6BKHXN,no,4.6,123,9,Y,5,STRONG,Y,-,MAYBE-ROI,AMAZON CHECK; LOW SELLER CHECK,KEEPA,0197988387657,197988387657,,8,10,8,0,7,4.9,1.8,3.4,CASH FLOW,3,16.00,OK,CASH FLOW | GBP16.00/mo | 20/mo | GBP0.80 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 20/mo | GBP0.80 profit | GBP16.00 monthly gross | stable | 2 sellers
B0C7TTRR9K,"Golf Club Head Covers Funny Mallet Putter Cover with Strong Magnetic Headcovers Fits Most Putters Scotty Cameron, Taylormade, Odyssey, Titleist, Callaway Mallet Putter Headcover (Gopher Light Blue)",Acebirdie,https://www.amazon.co.uk/dp/B0C7TTRR9K,Sports & Outdoors,OK,30.87,30.48,-1.0%,42944,86887,7,0,3,2,N,2.90,5.51,8.41,20.07,2.39,11.9%,18.71,28.48,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.6,228,9,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,,,,6,8,9,0,6,6,4,5.3,BALANCED,3,33.50,OK,BALANCED | GBP33.50/mo | 14/mo | GBP2.39 unit profit | stable | 3 sellers,MAYBE-ROI,BALANCED | 14/mo | GBP2.39 profit | GBP33.50 monthly gross | stable | 3 sellers
B0D9YLJTND,"PATIKIL Large Caddy Towel 22"" x 44"", 2 Pcs Caddie Style Golf Towels Cotton Camping Towels for Golf Bags Golfers Tour Player Club, White-Blue",PATIKIL,https://www.amazon.co.uk/dp/B0D9YLJTND,Sports & Outdoors,OK,22.99,22.99,0.0%,97272,59654,3,0,2,1,N,3.03,4.30,7.33,14.94,0.72,4.8%,13.05,22.27,0%,PATIKIL UK (94%) / A2QKIRI1BQFJRO,yes,5.0,3,6,N,4,AVERAGE,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,1,10,6,0,4.5,2.5,0.9,1.3,UNASSIGNED,9,4.30,OK,,NO,NO | 6/mo est | GBP0.72 profit | ROI 5% | margin too thin
B0CV5R675V,Stiga Cybercase Table Tennis Bat Cover - for Cybershape Ping Pong Rackets,STIGA,https://www.amazon.co.uk/dp/B0CV5R675V,Sports & Outdoors,OK,38.56,36.80,-5.0%,30617,71781,12,0,4,3,Y,2.83,6.70,9.53,25.06,3.97,15.8%,24.19,34.59,1%,Amazon EU (0%) / A30DC7701CXIBH,no,4.8,47,7,N,4,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,7318688040106,,,7,8,7,1,6.1,7.3,5.5,6.9,BALANCED,3,95.30,OK,BALANCED | GBP95.30/mo | 24/mo | GBP3.97 unit profit | stable | 4 sellers,MAYBE-ROI,BALANCED | 24/mo | GBP3.97 profit | GBP95.30 monthly gross | stable | 4 sellers
B08DKYPBBH,"Wilson Tour Slam Adults Tennis Racket - Grey/Green (Grip 3 (4 3/8""))",Wilson,https://www.amazon.co.uk/dp/B08DKYPBBH,Sports & Outdoors,OK,38.99,39.60,2.0%,30913,45036,29,0,2,2,N,4.65,6.77,11.42,25.34,2.23,8.8%,22.98,36.76,0%,ALLSMARTSHOP (82%) / A2R6IQO78Q3SXA,yes,4.4,48,2,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0887768724627,887768724627,,8,10,10,0,7.4,8.8,3.6,7.1,CASH FLOW,2,129.30,OK,CASH FLOW | GBP129.30/mo | 58/mo | GBP2.23 unit profit | stable | 2 sellers,BRAND APPROACH,CASH FLOW | 58/mo | GBP2.23 profit | GBP129.30 monthly gross | stable | 2 sellers
B0F4W98V5N,"Single Adult Tennis Bag for Women & Kids Tennis Racket Bags Lightweight Waterrepellent Badminton Rucksack Racket Bag with Adjustable Shoulder Strap for Men Junior, 7 Colors Sports Backpack",Generic,https://www.amazon.co.uk/dp/B0F4W98V5N,Sports & Outdoors,OK,32.99,33.39,1.0%,63724,70325,7,0,2,2,N,3.93,5.84,9.77,21.44,1.77,8.3%,19.35,31.22,0%,EAGLEKING STORE (0%) / A2KK24S74PHYDE,yes,4.5,4,9,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,3,10,9,0,5.7,6,3,4.9,CASH FLOW,3,24.80,OK,CASH FLOW | GBP24.80/mo | 14/mo | GBP1.77 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 14/mo | GBP1.77 profit | GBP24.80 monthly gross | stable | 2 sellers
B07NDWQ5XH,"SMATI Large Transparent Golf Umbrella, Diameter 124cm, Automatic opening, Men/Women Umbrella, For 2 people, Black Border Colour",SMATI,https://www.amazon.co.uk/dp/B07NDWQ5XH,Sports & Outdoors,OK,22.90,22.90,0.0%,33174,45212,20,0,4,3,Y,4.35,4.29,8.64,14.88,-0.62,-4.2%,11.88,23.52,0%,Umbrella republic (0%) / A3L35Q5EKON120,yes,4.4,892,4,N,3,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,3760042161943,,,9,10,7,0,7.1,5.9,1.7,3.8,UNASSIGNED,9,-24.80,OK,,MAYBE,MAYBE | 40/mo | GBP-0.62 profit | GBP-24.80 monthly gross | stable | 4 sellers | ROI -4%
B079RH59WR,Vermont Classic Tour Tennis Balls - ITF Approved Woven Cloth Tennis Ball (3 Tubes / 12 Balls),Vermont,https://www.amazon.co.uk/dp/B079RH59WR,Sports & Outdoors,OK,22.99,25.76,11.0%,48785,43840,10,0,2,2,N,0.00,4.30,4.30,14.94,3.75,25.1%,15.57,19.24,0%,Net World Sports (65%) / A2U6UUBP4GOB5A,no,4.4,317,6,Y,5,STRONG,N,-,,LOW SELLER CHECK,KEEPA,5055984463841,,,6,10,10,5,7.8,7.3,6.9,6.9,BALANCED,3,75.00,SQUEEZED,BALANCED | GBP75.00/mo | 20/mo | GBP3.75 unit profit | SQUEEZED | 2 sellers,MAYBE,BALANCED | 20/mo | GBP3.75 profit | GBP75.00 monthly gross | SQUEEZED | 2 sellers
B0FLDGXR8G,"STIGA Club Cybershape Table Tennis Bat – Beginner Table Tennis Bat with 5-Ply Wood Blade, STAR Club Rubber & Large Sweet Spot – Learn Proper Technique from Day One",STIGA,https://www.amazon.co.uk/dp/B0FLDGXR8G,Sports & Outdoors,OK,25.32,28.51,11.0%,32035,32688,24,0,2,2,Y,2.10,4.66,6.76,16.46,2.10,12.8%,15.47,23.22,100%,Amazon,yes,4.3,16,12,Y,5,STRONG,N,-,MAYBE-ROI; AMAZON DOMINANT,AMAZON CHECK; LOW SELLER CHECK,KEEPA,7318688041141,,,8,10,6,0,6.6,6.4,3.1,5.1,CASH FLOW,3,100.80,SQUEEZED,CASH FLOW | GBP100.80/mo | 48/mo | GBP2.10 unit profit | SQUEEZED | 2 sellers,MAYBE-ROI,CASH FLOW | 48/mo | GBP2.10 profit | GBP100.80 monthly gross | SQUEEZED | 2 sellers
B07KLPMD31,YONEX GR 303 Badminton Racket made from Aluminum Blend Fabric with Full Cover,YONEX,https://www.amazon.co.uk/dp/B07KLPMD31,Sports & Outdoors,OK,23.99,26.17,8.0%,32100,73895,15,0,9,8,N,4.50,4.46,8.96,15.59,-0.56,-3.6%,12.53,24.55,0%,Pappy Mart (72%) / A25PZFC4F8HGHQ,no,4.0,7347,4,Y,5,AVERAGE,N,-,MAYBE-ROI,,KEEPA,8903224104078,,,8,10,0,0,5.4,4.8,1.3,3.3,UNASSIGNED,9,-16.80,OK,,MAYBE-ROI,MAYBE-ROI | 30/mo | GBP-0.56 profit | GBP-16.80 monthly gross | stable | 9 sellers | needs trade under GBP12.52
B019RM0C0O,"Andux Long Neck Golf Hybrid Club Head Covers with Dial No. Tag CTMT-01 (Black/Red,4pcs)",Andux,https://www.amazon.co.uk/dp/B019RM0C0O,Sports & Outdoors,OK,22.98,23.00,0.0%,32105,57990,15,0,3,3,N,2.97,4.30,7.27,14.94,0.77,5.2%,13.09,22.21,0%,Andux Store (100%) / AI0DEM54106VN,yes,4.3,1101,7,Y,5,STRONG,Y,-,MAYBE-ROI,,KEEPA,"0602045383317, 0602045383553, 0746856124179","602045383317, 602045383553, 746856124179",,9,10,7,0,7.1,5.3,2.1,3.7,CASH FLOW,3,23.10,OK,CASH FLOW | GBP23.10/mo | 30/mo | GBP0.77 unit profit | stable | 3 sellers,MAYBE,CASH FLOW | 30/mo | GBP0.77 profit | GBP23.10 monthly gross | stable | 3 sellers
B000L0OZ50,Longridge Large Electric Golf Trolley Cover,Longridge,https://www.amazon.co.uk/dp/B000L0OZ50,Sports & Outdoors,OK,26.21,25.65,-2.0%,48784,77546,13,0,4,4,Y,3.19,4.79,7.98,17.04,1.19,7.0%,15.19,25.02,33%,Amazon,yes,4.0,647,4,N,3,AVERAGE,N,-,MAYBE-ROI,AMAZON CHECK,KEEPA,"3700605033621, 5060035124862",,,6,8,7,0,5.6,6.4,2.4,4.9,BALANCED,3,30.90,OK,BALANCED | GBP30.90/mo | 26/mo | GBP1.19 unit profit | stable | 4 sellers,MAYBE-ROI,BALANCED | 26/mo | GBP1.19 profit | GBP30.90 monthly gross | stable | 4 sellers
B0D4M229LM,YONEX Graphite Badminton Racquet Astrox 88 Play Black Silver G5 4U,YONEX,https://www.amazon.co.uk/dp/B0D4M229LM,Sports & Outdoors,OK,53.99,63.19,15.0%,32349,84756,12,0,2,2,N,4.50,9.08,13.58,35.09,5.31,15.1%,33.67,48.68,0%,Pappy Mart (72%) / A25PZFC4F8HGHQ,no,4.0,50,1,N,3,WEAK,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,8903224402440,,,7,10,10,1,7.3,7.7,5.7,7.3,BALANCED,2,127.40,SQUEEZED,BALANCED | GBP127.40/mo | 24/mo | GBP5.31 unit profit | SQUEEZED | 2 sellers,BRAND APPROACH,BALANCED | 24/mo | GBP5.31 profit | GBP127.40 monthly gross | SQUEEZED | 2 sellers
B012WAQVYE,NITTAKU 3-stars Premium 40+ Table Tennis Ball (Pack of 12 balls),NITTAKU,https://www.amazon.co.uk/dp/B012WAQVYE,Sports & Outdoors,OK,32.47,36.64,11.0%,33344,63485,18,0,3,4,N,2.94,5.77,8.71,21.11,2.66,12.6%,19.80,29.81,0%,TT-Shop Ostalb (100%) / A3A3JFYFDU4GWG,no,4.6,895,7,N,4,AVERAGE,N,-,MAYBE-ROI,,KEEPA,"0644391996582, 4975984012683",644391996582,,9,10,10,0,7.7,7.7,3.9,6.4,BALANCED,3,95.80,SQUEEZED,BALANCED | GBP95.80/mo | 36/mo | GBP2.66 unit profit | SQUEEZED | 3 sellers,MAYBE,BALANCED | 36/mo | GBP2.66 profit | GBP95.80 monthly gross | SQUEEZED | 3 sellers
B077P28S3Z,YONEX 2 PLAYER BADMINTON SET (INCL 2 RACKETS / 2 SHUTTLES),YONEX,https://www.amazon.co.uk/dp/B077P28S3Z,Sports & Outdoors,OK,30.05,30.54,2.0%,33573,47568,21,0,13,14,N,4.50,5.39,9.89,19.53,0.63,3.2%,16.80,29.42,0%,AllsportsSuperstore (72%) / A38K1I95QEBY,no,4.1,126,2,N,3,WEAK,N,-,MAYBE-ROI,,KEEPA,4547656714883,,04547656714883,8,10,1,0,5.6,6.6,1.4,4.6,CASH FLOW,3,26.50,OK,CASH FLOW | GBP26.50/mo | 42/mo | GBP0.63 unit profit | stable | 13 sellers,MAYBE-ROI,CASH FLOW | 42/mo | GBP0.63 profit | GBP26.50 monthly gross | stable | 13 sellers
B0BNVXM74F,Karakal Power CT Deluxe 2 Player Badminton Set inc 3 Shuttles,Racketworld,https://www.amazon.co.uk/dp/B0BNVXM74F,Sports & Outdoors,OK,24.95,24.95,0.0%,33936,57994,13,0,2,2,N,4.65,4.60,9.25,16.22,-0.52,-3.2%,13.08,25.47,0%,Racketworld (85%) / A2U69NIMV1A46Q,yes,4.2,118,1,N,3,WEAK,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,5056666211071,,,7,10,8,0,6.7,4.3,1.2,2.4,UNASSIGNED,9,-13.50,OK,,BRAND APPROACH,BRAND APPROACH | 26/mo | GBP-0.52 profit | GBP-13.50 monthly gross | stable | 2 sellers | weak listing 1 imgs
B01M9JFLAM,"Andux Long Neck Golf Hybrid Club Head Covers with Dial No. Tag CTMT-01 (Black/White,3pcs)",Andux,https://www.amazon.co.uk/dp/B01M9JFLAM,Sports & Outdoors,OK,21.99,21.99,0.0%,49258,48946,5,0,2,2,N,3.04,4.15,7.19,14.29,0.51,3.6%,12.34,21.48,0%,Andux Store (100%) / AI0DEM54106VN,no,4.3,362,7,Y,5,STRONG,Y,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0608307252872,608307252872,,6,10,8,0,6.4,3.5,1.1,1.9,CASH FLOW,3,5.10,OK,CASH FLOW | GBP5.10/mo | 10/mo | GBP0.51 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 10/mo | GBP0.51 profit | GBP5.10 monthly gross | stable | 2 sellers
B091Z3NH9J,Lixada Pickleball Balls with 26 Small Precisely Drilled Holes for Indoor Court,Lixada,https://www.amazon.co.uk/dp/B091Z3NH9J,Sports & Outdoors,OK,21.98,18.64,-18.0%,78127,67636,8,0,2,1,N,3.05,4.14,7.19,14.29,0.50,3.5%,12.32,21.48,0%,Lanswin (97%) / A7CRFYL7DILGM,yes,4.2,28,9,Y,5,STRONG,N,-,MAYBE-ROI,PRICE CHECK; LOW SELLER CHECK,KEEPA,,,,3,3,9,0,3.6,4.8,1,3.2,UNASSIGNED,9,8.00,OK,,NO,NO | 16/mo est | GBP0.50 profit | ROI 4% | margin too thin
B0BZNQB16G,"VISMAN Portable Tennis Ball Basket for Training, Carrying and Storage",VISEMAN,https://www.amazon.co.uk/dp/B0BZNQB16G,Sports & Outdoors,OK,35.28,33.88,-4.0%,50370,145553,3,0,2,2,N,2.80,6.19,8.99,22.93,3.36,14.6%,21.91,31.92,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.6,31,7,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,,,,5,8,10,1,6.1,5.1,4.6,5.1,UNASSIGNED,4,20.20,OK,UNASSIGNED | below lane thresholds,MAYBE-ROI,MAYBE-ROI | 6/mo | GBP3.36 profit | GBP20.20 monthly gross | stable | 2 sellers | needs trade under GBP21.91
B06WWGGF2M,Tourna Hipster Ball Band for Holding Tennis Balls and Pickleballs - XL,Tourna,https://www.amazon.co.uk/dp/B06WWGGF2M,Sports & Outdoors,OK,24.92,24.13,-3.0%,51246,72083,6,0,2,2,N,2.72,4.60,7.32,16.20,1.41,8.7%,14.67,23.51,0%,Amazon US (0%) / A2KVF7QXNCLV8H,no,4.3,852,5,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,0078914198403,078914198403,00078914198403,6,8,10,0,6.2,5.8,2.8,4.7,CASH FLOW,3,16.90,OK,CASH FLOW | GBP16.90/mo | 12/mo | GBP1.41 unit profit | stable | 2 sellers,MAYBE-ROI,CASH FLOW | 12/mo | GBP1.41 profit | GBP16.90 monthly gross | stable | 2 sellers
