ASIN,Product Name,Brand,Amazon URL,Category,Weight Flag,Verdict,Verdict Reason,Opportunity Lane,Commercial Priority,Lane Reason,Composite Score,Demand Score,Stability Score,Competition Score,Margin Score,Cash Flow Score,Profit Score,Balanced Score,Monthly Gross Profit,Price Compression,Listing Quality,Current Price,Buy Box 90d Avg,Price Stability,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,BSR Current,BSR Drops 90d,Bought per Month,Star Rating,Review Count,Brand 1P,FBA Seller Count,Amazon on Listing,Amazon Buy Box Share,Private Label Risk,Brand Seller Match,Fortress Listing,Brand Type,A+ Content Present,Brand Store Present,Category Risk Level,IP Risk Score,IP Risk Band,IP Reason,Gated,SAS Flags,Route Code,Supplier Name,Supplier Website,Supplier Contact,MOQ,Trade Price Found,Trade Price,Real ROI %,Supplier Notes,Outreach Email File,Decision,Decision Score,Decision Reason,Joinability Status,Buy Readiness,Max Buy Price,Target Buy Price,Cost Gap,Margin Status,Action Note,Shortlist Flag
B097MGLW5R,"ANOSOSPECIAL Dog Car Back Seat Cover for Kids,Non Stick Fur Rear Seat Protector for Pet,Nonslip Waterproof Durable Universal Fit Interior Backseat Covers for Auto Van SUV",ANOSOSPECIAL,https://www.amazon.co.uk/dp/B097MGLW5R,Pet Supplies,,MAYBE,CASH FLOW | 274/mo | GBP0.88 profit | GBP241.10 monthly gross | stable | 2 sellers,CASH FLOW,1,CASH FLOW | GBP241.10/mo | 274/mo | GBP0.88 unit profit | stable | 2 sellers,7.2,10,8,9,0,9,2.5,6.7,GBP241,OK,UNKNOWN,GBP30.86,GBP29.31,RISING (5%),GBP0.00,GBP0.00,GBP9.92,GBP20.06,GBP0.88,4.4%,GBP16.74,GBP5.22,4493,137,200,0.0,0,N,2,Y,0%,Unlikely,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP241.00/mo | low IP risk | unlikely PL risk | rising (5%) | supplier cost missing,Joinable,Reject,GBP16.74,GBP15.07,,Fail,Avoid listing,N
B0BQND6BH4,"Vet-Formulated Scooch Allergy & Itching Chews To Calm Itchy, Sensitive Skin, Ears & Paws | Premium, Natural, Human Grade, Hypoallergenic, Plant-Based Peanut Butter & Coconut | Approx 60 Crunchy Chews",Scooch,https://www.amazon.co.uk/dp/B0BQND6BH4,Pet Supplies,,MAYBE,CASH FLOW | 106/mo | GBP2.22 profit | GBP235.30 monthly gross | stable | 2 sellers,CASH FLOW,1,CASH FLOW | GBP235.30/mo | 106/mo | GBP2.22 unit profit | stable | 2 sellers,7.8,10,10,9,0,9.4,3.6,7.5,GBP235,OK,UNKNOWN,GBP34.97,GBP34.97,STABLE,GBP0.00,GBP0.00,GBP10.02,GBP22.73,GBP2.22,9.8%,GBP19.95,GBP3.97,17080,53,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP235.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP19.95,GBP17.95,,Fail,Avoid listing,N
B00UXLGOD8,"KONG Extreme Dog Toy (2 Pack), X-Large",KONG,https://www.amazon.co.uk/dp/B00UXLGOD8,Pet Supplies,,MAYBE,CASH FLOW | 166/mo | GBP1.40 profit | GBP232.40 monthly gross | stable | 5 sellers,CASH FLOW,1,CASH FLOW | GBP232.40/mo | 166/mo | GBP1.40 unit profit | stable | 5 sellers,7.2,10,10,6,0,9.1,3.1,7.1,GBP232,OK,UNKNOWN,GBP33.99,GBP34.05,STABLE,GBP0.00,GBP0.00,GBP10.50,GBP22.09,GBP1.40,6.3%,GBP18.79,GBP5.22,19967,83,50,0.0,0,N,5,Y,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP232.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP18.79,GBP16.91,,Fail,Avoid listing,N
B08J8988BR,"Buddy & Lola Probiotics For Dogs - 300g Powder, Simple To Add To Food - Complete Daily Digestive Support With Probiotics & Prebiotics For Happy Healthy Dogs",Buddy & Lola,https://www.amazon.co.uk/dp/B08J8988BR,Pet Supplies,,MAYBE,MAYBE | 234/mo | GBP0.97 profit | GBP227.00 monthly gross | COMPRESSED | 2 sellers | ROI 5%,UNASSIGNED,4,UNASSIGNED | below lane thresholds,7.8,10,10,9,0,8.4,1.9,6,GBP227,COMPRESSED,UNKNOWN,GBP27.87,GBP36.14,DROPPING (23%),GBP0.00,GBP0.00,GBP8.78,GBP18.12,GBP0.97,5.4%,GBP15.26,GBP4.05,3794,117,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP227.00/mo | low IP risk | unlikely PL risk | dropping (23%) | supplier cost missing,Joinable,Reject,GBP15.26,GBP13.73,,Fail,Avoid listing,N
B09P8VNKRQ,"FRQNTKPA 8 Color Voice Recording Button, Dog Buttons for Communication Pet Training Buzzer, 30 Second Record & Playback, Funny Gift for Study Office Home - 8 Color Packs",FRQNTKPA,https://www.amazon.co.uk/dp/B09P8VNKRQ,Pet Supplies,,MAYBE,CASH FLOW | 160/mo | GBP1.36 profit | GBP217.60 monthly gross | stable | 3 sellers,CASH FLOW,1,CASH FLOW | GBP217.60/mo | 160/mo | GBP1.36 unit profit | stable | 3 sellers,7.0,10,8,8,0,9,3,7,GBP218,OK,UNKNOWN,GBP24.99,GBP24.51,STABLE,GBP0.00,GBP0.00,GBP7.39,GBP16.24,GBP1.36,8.4%,GBP14.07,GBP4.37,8483,80,100,0.0,0,N,3,Y,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP218.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP14.07,GBP12.57,,Fail,Avoid listing,N
B0D7Q79H65,"Buddy & Lola 100% Natural Pumpkin Powder For Dogs, Canned Pumpkin Alternative, High Fibre Supplement For Dogs, Easy To Use Pumpkin Puree For Dogs UK",Buddy & Lola,https://www.amazon.co.uk/dp/B0D7Q79H65,Pet Supplies,,MAYBE,CASH FLOW | 242/mo | GBP0.82 profit | GBP198.40 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP198.40/mo | 242/mo | GBP0.82 unit profit | stable | 3 sellers,7.6,10,10,8,0,9.3,2.9,7,GBP198,OK,UNKNOWN,GBP24.95,GBP24.98,STABLE,GBP0.00,GBP0.00,GBP7.91,GBP16.22,GBP0.82,5.1%,GBP13.63,GBP3.64,6410,121,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP198.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP13.63,GBP12.13,,Fail,Avoid listing,N
B07K7W3MBK,"Eye Envy Dog Tear Stain Remover Starter Kit with ProPowder Brush, Stain Solution, Applicator Pads, Stain Powder and Small Applicator Brush, Lasts 30-45 Days",Eye Envy,https://www.amazon.co.uk/dp/B07K7W3MBK,Pet Supplies,,MAYBE,CASH FLOW | 104/mo | GBP1.81 profit | GBP188.20 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP188.20/mo | 104/mo | GBP1.81 unit profit | stable | 3 sellers,7.6,10,10,8,0,9.3,3.2,7.2,GBP188,OK,UNKNOWN,GBP32.95,GBP32.95,STABLE,GBP0.00,GBP0.00,GBP9.72,GBP21.42,GBP1.81,8.5%,GBP18.58,GBP4.05,9804,52,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP188.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP18.58,GBP16.72,,Fail,Avoid listing,N
B0D3VG2VMJ,PetSafe Big Cat Flap - Interior & Exterior Pet Door - 4-Way Lock & Soft Close Flap - For Cats & Small Dogs,PetSafe,https://www.amazon.co.uk/dp/B0D3VG2VMJ,Pet Supplies,,MAYBE,CASH FLOW | 118/mo | GBP1.57 profit | GBP185.30 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP185.30/mo | 118/mo | GBP1.57 unit profit | stable | 3 sellers,7.0,10,8,8,0,9,3,7,GBP185,OK,UNKNOWN,GBP34.99,GBP33.99,RISING (3%),GBP0.00,GBP0.00,GBP10.68,GBP22.74,GBP1.57,6.9%,GBP19.44,GBP5.22,17626,59,50,0.0,0,N,3,Y,0%,-,NO,NO,ESTABLISHED,NO,UNLIKELY,MEDIUM,2,Low,Established brand | Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP185.00/mo | low IP risk | - PL risk | rising (3%) | supplier cost missing,Joinable,Reject,GBP19.44,GBP17.50,,Fail,Avoid listing,N
B089P2DDM2,"Dragonfly Products 10 pieces Bulls Pizzle Bully Sticks for Dogs & Puppies | Healthy, Natural Dog Treats Chews | Grain Free Treat",Dragonfly Products,https://www.amazon.co.uk/dp/B089P2DDM2,Pet Supplies,,MAYBE,MAYBE | 800/mo | GBP0.23 profit | GBP184.00 monthly gross | stable | 4 sellers | ROI 2%,UNASSIGNED,9,,7.2,10,10,6,0,9,1.8,6.3,GBP184,OK,UNKNOWN,GBP22.99,GBP22.99,STABLE,GBP0.00,GBP0.00,GBP7.82,GBP14.94,GBP0.23,1.5%,GBP12.13,GBP3.46,1186,130,800,0.0,0,N,4,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP184.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP12.13,GBP10.88,,Fail,Avoid listing,N
B08DTFGN3W,"Classic's Lime Sulfur Pet Skin Cream (2 oz) - Pet Care and Veterinary Treatment for Itchy and Dry Skin - Safe Solution for Dog, Cat, Puppy, Kitten, Horse…",Healthy Paw Life,https://www.amazon.co.uk/dp/B08DTFGN3W,Pet Supplies,,MAYBE,CASH FLOW | 82/mo | GBP2.23 profit | GBP182.90 monthly gross | stable | 2 sellers,CASH FLOW,2,CASH FLOW | GBP182.90/mo | 82/mo | GBP2.23 unit profit | stable | 2 sellers,7.8,10,10,9,0,9.4,3.6,7.5,GBP183,OK,UNKNOWN,GBP35.00,GBP35.00,STABLE,GBP0.00,GBP0.00,GBP10.02,GBP22.75,GBP2.23,9.8%,GBP19.98,GBP3.97,19533,41,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP183.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP19.98,GBP17.98,,Fail,Avoid listing,N
B07FTMQYGV,"Dog's Lounge - Berri - Advanced Bladder & Kidney Support for Dogs | Supplement with Cranberry, Marshmallow Root, D-Mannose, Liquorice, Astragalus Root, Nettle Seed | UK Made | 120 Tablets",Dog's Lounge,https://www.amazon.co.uk/dp/B07FTMQYGV,Pet Supplies,,MAYBE,CASH FLOW | 194/mo | GBP0.92 profit | GBP178.50 monthly gross | stable | 2 sellers,CASH FLOW,2,CASH FLOW | GBP178.50/mo | 194/mo | GBP0.92 unit profit | stable | 2 sellers,7.8,10,10,9,0,9.4,2.9,7,GBP179,OK,UNKNOWN,GBP20.79,GBP20.79,STABLE,GBP0.00,GBP0.00,GBP6.36,GBP13.51,GBP0.92,6.8%,GBP11.42,GBP2.55,6810,97,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP179.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP11.42,GBP9.92,,Fail,Avoid listing,N
B08621RJ47,Equine Synergy MEGA BOSWELLIA + To Maintain Healthy Joints that are Free of Pain and Stiffness,Equine Synergy,https://www.amazon.co.uk/dp/B08621RJ47,Pet Supplies,,MAYBE,BALANCED | 300/mo | GBP0.51 profit | GBP153.00 monthly gross | stable | 2 sellers,BALANCED,3,BALANCED | GBP153.00/mo | 300/mo | GBP0.51 unit profit | stable | 2 sellers,7.8,10,10,9,0,9.4,2,6.4,GBP153,OK,UNKNOWN,GBP25.45,GBP25.45,STABLE,GBP0.00,GBP0.00,GBP8.40,GBP16.54,GBP0.51,3.1%,GBP13.64,GBP4.58,3889,140,300,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | BALANCED | GBP153.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP13.64,GBP11.64,,Fail,Avoid listing,N
B07JHTZH15,"SKIPPER'S Dried Fish For Dogs - Whitefish Skin Jerky Cubes Dog Treats 100% Natural, Healthy, Grain Free & Low Fat - BULK VALUE (Cube Size Small, 1kg Pack)",SKIPPER'S,https://www.amazon.co.uk/dp/B07JHTZH15,Pet Supplies,,MAYBE,CASH FLOW | 232/mo | GBP0.64 profit | GBP148.50 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP148.50/mo | 232/mo | GBP0.64 unit profit | stable | 3 sellers,7.6,10,10,8,0,9.3,1.9,6.4,GBP149,OK,UNKNOWN,GBP29.43,GBP30.72,SLIGHT DIP (4%),GBP0.00,GBP0.00,GBP9.66,GBP19.13,GBP0.64,3.3%,GBP15.81,GBP4.54,811,116,200,0.0,0,N,3,Y,0%,-,NO,NO,SYNTHETIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP149.00/mo | low IP risk | - PL risk | slight dip (4%) | supplier cost missing,Joinable,Reject,GBP15.81,GBP14.23,,Fail,Avoid listing,N
B08F27TXKJ,"Alfheim Dog Car Seat Cover, Universal fit for Most Cars, Waterproof and Scratchproof Back Seat Cover, Nonslip Durable Washable Dog Travel Hammock",Alfheim,https://www.amazon.co.uk/dp/B08F27TXKJ,Pet Supplies,,MAYBE,MAYBE | 400/mo | GBP0.35 profit | GBP140.00 monthly gross | stable | 2 sellers | ROI 2%,UNASSIGNED,9,,7.2,10,8,9,0,9,1.8,6.2,GBP140,OK,UNKNOWN,GBP25.99,GBP24.74,RISING (5%),GBP0.00,GBP0.00,GBP8.75,GBP16.89,GBP0.35,2.1%,GBP13.79,GBP4.87,1950,118,400,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP140.00/mo | low IP risk | unlikely PL risk | rising (5%) | supplier cost missing,Joinable,Reject,GBP13.79,GBP12.41,,Fail,Avoid listing,N
B09V1T2RK9,"Buddy & Lola Probiotics For Dogs - Daily Dog Probiotic Chews For Digestive Health - Beneficial Prebiotics, Probiotics & Fibre For Better Gut, Firm Stools, Less itching - Plant Based Chews For Dogs",Buddy & Lola,https://www.amazon.co.uk/dp/B09V1T2RK9,Pet Supplies,,MAYBE,MAYBE | 342/mo | GBP0.40 profit | GBP136.80 monthly gross | SQUEEZED | 3 sellers | ROI 3%,UNASSIGNED,9,,7.6,10,10,8,0,8.8,1.4,5.9,GBP137,SQUEEZED,UNKNOWN,GBP24.49,GBP28.28,DROPPING (13%),GBP0.00,GBP0.00,GBP8.17,GBP15.92,GBP0.40,2.5%,GBP13.05,GBP4.05,6096,171,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP137.00/mo | low IP risk | - PL risk | dropping (13%) | supplier cost missing,Joinable,Reject,GBP13.05,GBP11.75,,Fail,Avoid listing,N
B07RK3TP8D,Oxyfresh Premium Pet Dental Care Solution Pet Water Additive: Best Way to Eliminate Bad Dog Breath and Cat Breath - Fights...,Oxyfresh,https://www.amazon.co.uk/dp/B07RK3TP8D,Pet Supplies,,MAYBE,BALANCED | 208/mo | GBP0.57 profit | GBP118.60 monthly gross | stable | 3 sellers,BALANCED,3,BALANCED | GBP118.60/mo | 208/mo | GBP0.57 unit profit | stable | 3 sellers,7.0,10,8,8,0,8.7,1.7,6,GBP119,OK,UNKNOWN,GBP24.99,GBP24.13,RISING (4%),GBP0.00,GBP0.00,GBP8.18,GBP16.24,GBP0.57,3.5%,GBP13.44,GBP3.97,13109,104,100,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | BALANCED | GBP119.00/mo | low IP risk | - PL risk | rising (4%) | supplier cost missing,Joinable,Reject,GBP13.44,GBP11.44,,Fail,Avoid listing,N
B0CHWDWK4S,"Buddy & Lola Super Shrooms 5 Mushroom Blend For Dogs, High Beta Glucan For Dogs, Immunity Booster and Holistic Dog Health Supplement, Mushroom Supplement for Dog",Buddy & Lola,https://www.amazon.co.uk/dp/B0CHWDWK4S,Pet Supplies,,MAYBE,CASH FLOW | 86/mo | GBP1.38 profit | GBP118.70 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP118.70/mo | 86/mo | GBP1.38 unit profit | stable | 3 sellers,7.6,10,10,8,0,9.1,3.2,7,GBP119,OK,UNKNOWN,GBP29.95,GBP31.18,SLIGHT DIP (4%),GBP0.00,GBP0.00,GBP9.10,GBP19.47,GBP1.38,7.1%,GBP16.68,GBP3.97,11942,43,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP119.00/mo | low IP risk | - PL risk | slight dip (4%) | supplier cost missing,Joinable,Reject,GBP16.68,GBP15.01,,Fail,Avoid listing,N
B00AR3EWT0,"EzyDog Zero Shock Dog Lead - Shock Absorbing - Anti Pull Dog Lead for Medium Dogs, Leads For Large Dogs - Soft Double Handle, Traffic Control, 1.2m - Red",EzyDog,https://www.amazon.co.uk/dp/B00AR3EWT0,Pet Supplies,,MAYBE,CASH FLOW | 124/mo | GBP0.89 profit | GBP110.40 monthly gross | stable | 3 sellers,CASH FLOW,2,CASH FLOW | GBP110.40/mo | 124/mo | GBP0.89 unit profit | stable | 3 sellers,7.6,10,10,8,0,9.1,2.9,6.8,GBP110,OK,UNKNOWN,GBP26.99,GBP27.33,STABLE,GBP0.00,GBP0.00,GBP8.56,GBP17.54,GBP0.89,5.1%,GBP14.74,GBP3.97,12901,62,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP110.00/mo | low IP risk | - PL risk | stable | supplier cost missing,Joinable,Reject,GBP14.74,GBP13.24,,Fail,Avoid listing,N
B09TL57MR7,"Buddy & Lola Scoot Stopper Anal Gland Chews For Dogs - High Fibre Chews To Stop Scooting and Licking Under Tail with Natural Fibre Ingredients For Dogs Dandelion Root, Pumpkin Powder and Beet Pulp",Buddy & Lola,https://www.amazon.co.uk/dp/B09TL57MR7,Pet Supplies,,MAYBE,CASH FLOW | 100/mo | GBP0.98 profit | GBP98.00 monthly gross | stable | 4 sellers,CASH FLOW,3,CASH FLOW | GBP98.00/mo | 100/mo | GBP0.98 unit profit | stable | 4 sellers,7.2,10,10,6,0,8.9,2.8,6.7,GBP98,OK,UNKNOWN,GBP27.96,GBP28.77,SLIGHT DIP (3%),GBP0.00,GBP0.00,GBP8.81,GBP18.17,GBP0.98,5.4%,GBP15.32,GBP4.05,10750,50,50,0.0,0,N,4,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP98.00/mo | low IP risk | - PL risk | slight dip (3%) | supplier cost missing,Joinable,Reject,GBP15.32,GBP13.79,,Fail,Avoid listing,N
B097Y4142D,Wuglo Extra Stable Dog Car Seat with Seat Belt – Waterproof and Robust Design for the Back Seat with 4 Fastening Straps for Medium-Large Dogs up to 18 kg,Wuglo,https://www.amazon.co.uk/dp/B097Y4142D,Pet Supplies,,MAYBE,MAYBE | 212/mo | GBP0.40 profit | GBP84.80 monthly gross | SQUEEZED | 3 sellers | ROI 2%,UNASSIGNED,9,,7.6,10,10,8,0,8.3,1.4,5.5,GBP85,SQUEEZED,UNKNOWN,GBP28.02,GBP31.76,DROPPING (12%),GBP0.00,GBP0.00,GBP9.41,GBP18.21,GBP0.40,2.2%,GBP14.88,GBP5.22,1314,106,200,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP85.00/mo | low IP risk | - PL risk | dropping (12%) | supplier cost missing,Joinable,Reject,GBP14.88,GBP13.39,,Fail,Avoid listing,N
B01AK476FW,"Furever Friendz Joint Supplements for Dogs - Chondroitin, Glucosamine Dog Supplements - Dog Joint Supplements for Senior Dogs with Vit C & MSM - Dog Vitamins and Supplements (800mg, 120 Tablets)",Furever Friendz Pet Supplies,https://www.amazon.co.uk/dp/B01AK476FW,Pet Supplies,,MAYBE,MAYBE | 166/mo | GBP0.49 profit | GBP81.30 monthly gross | stable | 2 sellers | ROI 3%,UNASSIGNED,9,,7.8,10,10,9,0,8.9,2,6,GBP81,OK,UNKNOWN,GBP24.99,GBP24.99,STABLE,GBP0.00,GBP0.00,GBP8.26,GBP16.24,GBP0.49,3.0%,GBP13.38,GBP4.05,7182,83,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP81.00/mo | low IP risk | unlikely PL risk | stable | supplier cost missing,Joinable,Reject,GBP13.38,GBP12.04,,Fail,Avoid listing,N
B01F04HQ3E,"EasyGroomer Deshedding Brush for Dogs Cats from EquiGroomer | Purple | Undercoat Tool for Large and Small Pets | Comb Removes Loose Dirt, Hair and Fur | Perfect for Short and Long Hair Comb Shedding",EquiGroomer,https://www.amazon.co.uk/dp/B01F04HQ3E,Pet Supplies,,MAYBE,CASH FLOW | 98/mo | GBP0.74 profit | GBP72.50 monthly gross | stable | 3 sellers,CASH FLOW,3,CASH FLOW | GBP72.50/mo | 98/mo | GBP0.74 unit profit | stable | 3 sellers,7.0,10,8,8,0,8.5,1.7,5.8,GBP73,OK,UNKNOWN,GBP24.42,GBP23.32,RISING (5%),GBP0.00,GBP0.00,GBP7.81,GBP15.87,GBP0.74,4.6%,GBP13.28,GBP3.64,9036,49,50,0.0,0,N,3,Y,0%,-,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP73.00/mo | low IP risk | - PL risk | rising (5%) | supplier cost missing,Joinable,Reject,GBP13.28,GBP11.78,,Fail,Avoid listing,N
B08LB1RKLV,"Professional Animal Stainless Steel Comb Set for A5-style Detachable Blade Clippers, Snap-On Size #10/15/30 for Pets, Dogs, Cats, and Horses (Not Compatible with 5-in-1 Blades)",shernbao,https://www.amazon.co.uk/dp/B08LB1RKLV,Pet Supplies,,MAYBE,CASH FLOW | 100/mo | GBP0.72 profit | GBP72.00 monthly gross | stable | 2 sellers,CASH FLOW,3,CASH FLOW | GBP72.00/mo | 100/mo | GBP0.72 unit profit | stable | 2 sellers,7.2,10,8,9,0,8.5,1.8,5.8,GBP72,OK,UNKNOWN,GBP26.68,GBP26.00,RISING (3%),GBP0.00,GBP0.00,GBP8.62,GBP17.34,GBP0.72,4.1%,GBP14.45,GBP4.56,12332,50,50,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | CASH FLOW | GBP72.00/mo | low IP risk | unlikely PL risk | rising (3%) | supplier cost missing,Joinable,Reject,GBP14.45,GBP12.95,,Fail,Avoid listing,N
B09CTLJ43V,"LumoLeaf Portable Dog Water Bottles 800ml, Stainless Steel Pet Travel Water Bottle Dispenser for Walking, Hiking and Outdoor, Portable Water Bowl for Large Dogs (Grey)",LumoLeaf,https://www.amazon.co.uk/dp/B09CTLJ43V,Pet Supplies,,MAYBE,MAYBE | 198/mo | GBP0.32 profit | GBP63.40 monthly gross | stable | 2 sellers | ROI 2%,UNASSIGNED,9,,7.2,10,8,9,0,8.3,1.8,5.6,GBP63,OK,UNKNOWN,GBP24.29,GBP23.28,RISING (4%),GBP0.00,GBP0.00,GBP8.18,GBP15.79,GBP0.32,2.0%,GBP12.88,GBP4.56,3298,99,100,0.0,0,N,2,Y,0%,Unlikely,NO,NO,GENERIC,NO,UNLIKELY,MEDIUM,1,Low,Category MEDIUM risk,N,MAYBE-ROI,UNCLEAR,,,,,N,,,No supplier accounts configured,,KILL,35,KILL | UNASSIGNED | GBP63.00/mo | low IP risk | unlikely PL risk | rising (4%) | supplier cost missing,Joinable,Reject,GBP12.88,GBP11.59,,Fail,Avoid listing,N
