ASIN,Title,Brand,Amazon URL,Category,Weight Flag,Current Price,Buy Box 90d Avg,Price Drop % 90d,BSR Current,BSR 90d Avg,BSR Drops 90d,Bought per Month,FBA Seller Count,FBA Seller 90d Avg,Amazon on Listing,Fulfilment Fee,Amazon Fees,Total Amazon Fees,Est Cost 65%,Est Profit,Est ROI %,Max Cost 20% ROI,Breakeven Price,Buy Box Amazon %,BB Seller,BB Is FBA,Star Rating,Review Count,Image Count,Has A+ Content,Bullet Count,Listing Quality,Brand 1P,Gated,SAS Flags,Pre-filter Flags,Data Source,EAN,UPC,GTIN,Demand Score,Stability Score,Competition Score,Margin Score,Composite Score,Cash Flow Score,Profit Score,Balanced Score,Opportunity Lane,Commercial Priority,Monthly Gross Profit,Price Compression,Lane Reason,Verdict,Verdict Reason
B09G4H5P1T,Heiniger 9 Piece Metal Snap-On Comb Set - Professional Pet Grooming Comb Attachments | For A5-Type Snap-On Blades | Various Lengths for Precision Cutting,Heiniger,https://www.amazon.co.uk/dp/B09G4H5P1T,Pet Supplies,OK,62.45,66.25,6.0%,35869,52631,19,0,2,0,N,3.04,10.39,13.43,40.59,8.43,20.8%,40.85,54.02,0%,Christies Direct (91%) / A327KZ4O0URZ1J,no,4.3,34,9,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,7613073061309,,,8,10,9,4,8,8.6,7.9,8.7,BALANCED,1,320.30,OK,BALANCED | GBP320.30/mo | 38/mo | GBP8.43 unit profit | stable | 2 sellers,MAYBE,BALANCED | 38/mo | GBP8.43 profit | GBP320.30 monthly gross | stable | 2 sellers
B00KAKHWB0,"Chris Christensen Big K Dog Slicker Brush for Dogs (Goldendoodles, Labradoodles, Poodles), Groom Like a Professional, Fluff Detangle Style, Saves Time Energy, Black, Medium",Chris Christensen,https://www.amazon.co.uk/dp/B00KAKHWB0,Pet Supplies,OK,71.45,68.14,-5.0%,23245,40211,15,0,2,0,N,3.00,11.78,14.78,46.44,10.23,22.0%,47.23,61.22,0%,Christies Direct (91%) / A327KZ4O0URZ1J,yes,4.7,2619,9,Y,5,STRONG,N,-,,LOW SELLER CHECK; PRICE DRIFT,KEEPA,"0704660918346, 0819774011248","704660918346, 819774011248",00704660918346,10,8,9,4,8,8.3,8,8.7,BALANCED,1,306.90,OK,BALANCED | GBP306.90/mo | 30/mo | GBP10.23 unit profit | stable | 2 sellers,MAYBE,BALANCED | 30/mo | GBP10.23 profit | GBP306.90 monthly gross | stable | 2 sellers
B07VCDWP9M,Tigerino Canada Sensitive Clumping Clay Cat Litter 36KG An Unscented Antibacterial Disposable And Hypoallergenic Hygiene Litter With Smell Control Formula Free 4.5cm Natural Catnip Ball,Tigerino,https://www.amazon.co.uk/dp/B07VCDWP9M,Pet Supplies,OK,48.99,49.01,0.0%,35238,40205,16,0,2,0,N,0.00,8.32,8.32,31.84,8.83,27.7%,33.89,40.16,0%,EASY_BUYINGS (100%) / A2NZ7C3ZRDG19M,no,3.9,11,7,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,0739718431539,739718431539,,8,10,8,6,8.2,8.5,8.5,8.7,BALANCED,1,282.60,OK,BALANCED | GBP282.60/mo | 32/mo | GBP8.83 unit profit | stable | 2 sellers,MAYBE,BALANCED | 32/mo | GBP8.83 profit | GBP282.60 monthly gross | stable | 2 sellers
B00VV91FEE,Vetasept Povodine Iodine - Antispetic Solution - 500ml Bottle,napz,https://www.amazon.co.uk/dp/B00VV91FEE,Pet Supplies,OK,34.99,34.99,0.0%,19173,33575,23,0,2,0,N,0.00,6.15,6.15,22.74,6.09,26.8%,24.03,28.90,0%,MedicalXpress (90%) / AHEPIWAYQS8WY,no,4.8,12,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5055037401417,,,10,10,8,5,8.6,8.9,8.1,8.7,BALANCED,1,280.10,OK,BALANCED | GBP280.10/mo | 46/mo | GBP6.09 unit profit | stable | 2 sellers,YES,BALANCED | 46/mo | GBP6.09 profit | GBP280.10 monthly gross | stable | 2 sellers
B07NVWS1LK,"Copdock Mill Millet Spray for Birds 15kg - Bird Treats - Bird Millet Spray for All Species of Pet and Wild Birds Including Budgies, Robins, Finches and More",Copdock Mill,https://www.amazon.co.uk/dp/B07NVWS1LK,Pet Supplies,OK,39.99,48.34,17.0%,21232,48103,19,0,2,0,N,0.00,6.93,6.93,25.99,7.07,27.2%,27.55,32.92,0%,PetsApply (97%) / A1KM72FJ6L90IP,no,4.0,75,6,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,5026616036986,,,9,10,9,5,8.5,8.1,7.7,8,BALANCED,1,268.70,SQUEEZED,BALANCED | GBP268.70/mo | 38/mo | GBP7.07 unit profit | SQUEEZED | 2 sellers,YES,BALANCED | 38/mo | GBP7.07 profit | GBP268.70 monthly gross | SQUEEZED | 2 sellers
B00VTPN8P4,Shires Aviemore Plain Bridle With Rubber Grip Reins - Havana: Full,Shires,https://www.amazon.co.uk/dp/B00VTPN8P4,Pet Supplies,OK,37.50,38.27,2.0%,19844,35069,20,0,5,0,N,0.00,6.54,6.54,24.38,6.58,27.0%,25.80,30.92,0%,Oakfield (95%) / A3H0CXL7ZBNE58,no,4.6,74,2,N,3,WEAK,N,-,,,KEEPA,5051771434506,,,10,10,6,5,8.2,8.7,8,8.6,BALANCED,1,263.20,OK,BALANCED | GBP263.20/mo | 40/mo | GBP6.58 unit profit | stable | 5 sellers,MAYBE,BALANCED | 40/mo | GBP6.58 profit | GBP263.20 monthly gross | stable | 5 sellers
B003ZGEXPY,Panacur Rabbit Oral Worming Paste 5g,Panacur,https://www.amazon.co.uk/dp/B003ZGEXPY,Pet Supplies,OK,26.99,27.03,0.0%,29938,25258,28,0,2,0,N,0.00,4.92,4.92,17.54,4.53,25.8%,18.39,22.46,0%,VioVet (95%) / A3RTWZDVCG4Q4N,no,4.0,13,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,8713184058959,,,9,10,8,5,8.3,8.9,7.9,8.5,BALANCED,1,253.70,OK,BALANCED | GBP253.70/mo | 56/mo | GBP4.53 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 56/mo | GBP4.53 profit | GBP253.70 monthly gross | stable | 2 sellers
B00CFLP7Y6,Sepolita Chinchilla Dust 20kg,Tolsa Uk,https://www.amazon.co.uk/dp/B00CFLP7Y6,Pet Supplies,OK,28.56,29.02,2.0%,32235,29480,25,0,2,0,N,0.00,5.16,5.16,18.56,4.83,26.0%,19.50,23.73,0%,Energy-Star (88%) / A1QKNW4W5SPM7T,no,4.5,119,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5053676536613,,,8,10,9,5,8.2,9,7.9,8.5,BALANCED,1,241.50,OK,BALANCED | GBP241.50/mo | 50/mo | GBP4.83 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 50/mo | GBP4.83 profit | GBP241.50 monthly gross | stable | 2 sellers
B00CFLP7Y6,Sepolita Chinchilla Dust 20kg,Tolsa Uk,https://www.amazon.co.uk/dp/B00CFLP7Y6,Pet Supplies,OK,28.56,29.02,2.0%,32235,29480,25,0,2,0,N,0.00,5.16,5.16,18.56,4.83,26.0%,19.50,23.73,0%,Energy-Star (88%) / A1QKNW4W5SPM7T,no,4.5,119,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5053676536613,,,8,10,9,5,8.2,9,7.9,8.5,BALANCED,1,241.50,OK,BALANCED | GBP241.50/mo | 50/mo | GBP4.83 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 50/mo | GBP4.83 profit | GBP241.50 monthly gross | stable | 2 sellers
B007AQQQXC,Horse First RelaxMe 2 kg,Horse First,https://www.amazon.co.uk/dp/B007AQQQXC,Pet Supplies,OK,55.50,60.00,7.0%,19518,31963,17,0,2,0,N,3.49,9.32,12.81,36.08,6.62,18.3%,35.58,48.88,0%,Just Horse Riders (95%) / A1WK58OVOUW5JD,no,3.6,101,4,N,3,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,"5060220780019, 5055974110144",,05060220780019,10,10,9,1,8,8.5,6.6,8.2,BALANCED,1,225.10,OK,BALANCED | GBP225.10/mo | 34/mo | GBP6.62 unit profit | stable | 2 sellers,MAYBE,BALANCED | 34/mo | GBP6.62 profit | GBP225.10 monthly gross | stable | 2 sellers
B082XH4413,"20kg Henergise Poultry""Hi-Energy"" Boost Mix - Condition Feed",Croston Corn Mill,https://www.amazon.co.uk/dp/B082XH4413,Pet Supplies,OK,29.99,37.37,20.0%,20701,42666,22,0,2,0,N,0.00,5.38,5.38,19.49,5.11,26.2%,20.51,24.88,0%,Two Amigos Pet Supplies Limited (92%) / ,no,4.8,30,7,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,"0799418481593, 0799418481616","799418481593, 799418481616",,9,10,9,5,8.5,8.5,7.3,8,BALANCED,1,224.80,SQUEEZED,BALANCED | GBP224.80/mo | 44/mo | GBP5.11 unit profit | SQUEEZED | 2 sellers,YES,BALANCED | 44/mo | GBP5.11 profit | GBP224.80 monthly gross | SQUEEZED | 2 sellers
B07J6QMLLQ,"2KG Medium Kibble Eden 80/20 Original Cuisine Dry Dog Food Suitable for Puppies, Adult and Senior Dogs AND Tigerbox® Antibacterial Pen!",Eden & Tigerbox,https://www.amazon.co.uk/dp/B07J6QMLLQ,Pet Supplies,OK,24.99,26.36,5.0%,21431,25143,27,0,2,0,N,0.00,4.61,4.61,16.24,4.14,25.5%,16.98,20.85,0%,Leeders Animal Supplies Ltd (89%) / A3BA,no,4.6,37,4,N,3,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,5056031528346,,,9,10,9,5,8.5,9,7.6,8.3,BALANCED,1,223.60,OK,BALANCED | GBP223.60/mo | 54/mo | GBP4.14 unit profit | stable | 2 sellers,YES,BALANCED | 54/mo | GBP4.14 profit | GBP223.60 monthly gross | stable | 2 sellers
B0CBVSDX36,Naturo Adult Grain Free Turkey with Potato & Veg 10kg,Naturo,https://www.amazon.co.uk/dp/B0CBVSDX36,Pet Supplies,OK,36.69,37.18,1.0%,12442,30390,17,0,2,0,N,0.00,6.42,6.42,23.85,6.42,26.9%,25.23,30.27,0%,Pet_Central (78%) / A1APLYTE4AVA6U,no,4.7,16,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5010708711028,,,10,10,8,5,8.6,8.5,8.1,8.5,BALANCED,1,218.30,OK,BALANCED | GBP218.30/mo | 34/mo | GBP6.42 unit profit | stable | 2 sellers,YES,BALANCED | 34/mo | GBP6.42 profit | GBP218.30 monthly gross | stable | 2 sellers
B0C52MGQSV,LeMieux Arika Stirrup Leathers 130cm Black,LeMieux,https://www.amazon.co.uk/dp/B0C52MGQSV,Pet Supplies,OK,43.50,43.68,0.0%,14426,18132,14,0,3,0,N,0.00,7.47,7.47,28.28,7.76,27.4%,30.03,35.74,0%,Oakfield (95%) / A3H0CXL7ZBNE58,no,4.8,26,8,N,4,AVERAGE,N,-,,,KEEPA,5056252375828,,,9,10,8,5,8.3,8.5,8.1,8.5,BALANCED,1,217.30,OK,BALANCED | GBP217.30/mo | 28/mo | GBP7.76 unit profit | stable | 3 sellers,MAYBE,BALANCED | 28/mo | GBP7.76 profit | GBP217.30 monthly gross | stable | 3 sellers
B08J1BYDJR,Marriages Organic Poultry Grower Pellets 20Kg,Marriage's,https://www.amazon.co.uk/dp/B08J1BYDJR,Pet Supplies,HEAVY,25.50,25.50,0.0%,20918,23514,25,0,2,0,N,0.00,4.69,4.69,16.57,4.24,25.6%,17.34,21.26,0%,J P Morris (88%) / A1W5YZ6L27WKK6,no,4.7,10,3,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5011259820726,,,9,10,8,4,8.1,8.9,7.5,8.2,BALANCED,1,212.00,OK,BALANCED | GBP212.00/mo | 50/mo | GBP4.24 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 50/mo | GBP4.24 profit | GBP212.00 monthly gross | stable | 2 sellers
B0D7HD84Q6,"Fab Finches Harrisons Adult Lifetime Coarse complete diet in a size of piece that is usually preferred by larger parrots, such as Amazons (2.27kg)",Fab Finches,https://www.amazon.co.uk/dp/B0D7HD84Q6,Pet Supplies,OK,44.48,44.48,0.0%,12637,15740,13,0,2,0,N,0.00,7.62,7.62,28.91,7.95,27.5%,30.72,36.53,0%,Fast & Quick (90%) / A3F2AHRS0YCAPD,no,4.9,14,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,,,,9,10,8,5,8.3,8.5,8.1,8.5,BALANCED,1,206.70,OK,BALANCED | GBP206.70/mo | 26/mo | GBP7.95 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 26/mo | GBP7.95 profit | GBP206.70 monthly gross | stable | 2 sellers
B00VV8XSF4,"Veloxa XL Chewable Dog Wormer, 4 Tablets",Veloxa,https://www.amazon.co.uk/dp/B00VV8XSF4,Pet Supplies,OK,23.89,23.64,-1.0%,14245,25831,39,0,3,0,N,0.00,4.44,4.44,15.53,3.92,25.3%,16.21,19.97,0%,Pet Drugs Online Prescriptions (96%) / A,no,4.3,121,3,N,3,WEAK,N,-,,,KEEPA,5997372524133,,,10,8,8,5,8,9,7.3,8.3,CASH FLOW,1,305.80,OK,CASH FLOW | GBP305.80/mo | 78/mo | GBP3.92 unit profit | stable | 3 sellers,BRAND APPROACH,CASH FLOW | 78/mo | GBP3.92 profit | GBP305.80 monthly gross | stable | 3 sellers
B0DSVBK5D2,Flexible Rubber Skip Feed Bucket Feeder Trough with Integrated Handles - 11L - Black (Pack of 2 Skip Feeds),KetoPlastics,https://www.amazon.co.uk/dp/B0DSVBK5D2,Pet Supplies,OK,21.99,21.99,0.0%,17149,17692,34,0,3,0,N,0.00,4.15,4.15,14.29,3.55,24.8%,14.87,18.44,0%,ST&K Supplies (86%) / A1BJRS9ATUSAWM,no,4.7,24,7,N,4,AVERAGE,N,-,,,KEEPA,5060875446629,,,10,10,8,3,8.2,9.3,6.9,8.4,CASH FLOW,1,241.40,OK,CASH FLOW | GBP241.40/mo | 68/mo | GBP3.55 unit profit | stable | 3 sellers,MAYBE,CASH FLOW | 68/mo | GBP3.55 profit | GBP241.40 monthly gross | stable | 3 sellers
B08MZFQPJZ,"Dog Ramp Folding Pet Ramp Car Dog Ladder - Height Adjustable with Non-slip Carpet Safety Pets Ladder, Portable Solid Wooden Dog Ramp for travel (L70xW35cm, H30-40cm)",EFAN,https://www.amazon.co.uk/dp/B08MZFQPJZ,Pet Supplies,OK,28.22,28.22,0.0%,11909,21445,23,0,2,0,N,0.00,5.11,5.11,18.34,4.77,26.0%,19.26,23.45,0%,EfanHome (75%) / A135QGBOV2VGI0,no,4.2,87,7,N,4,AVERAGE,Y,-,,LOW SELLER CHECK,KEEPA,"0046432793950, 0046432793981","046432793950, 046432793981",,10,10,7,5,8.4,7.5,7.2,7.1,BALANCED,2,219.40,OK,BALANCED | GBP219.40/mo | 46/mo | GBP4.77 unit profit | stable | 2 sellers,MAYBE,BALANCED | 46/mo | GBP4.77 profit | GBP219.40 monthly gross | stable | 2 sellers
B07XZJBC5K,RSPCA Wee Away Pet Friendly Stain and Odour remover 2 x 5L bottles,RSPCA,https://www.amazon.co.uk/dp/B07XZJBC5K,Pet Supplies,OK,28.99,28.99,0.0%,27041,24347,20,0,2,0,N,0.00,5.23,5.23,18.84,4.92,26.1%,19.80,24.07,0%,Assured Products Limited (83%) / A3W3OZU,no,4.5,140,2,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5060230111292,,,9,10,9,5,8.5,9,7.8,8.5,BALANCED,2,196.80,OK,BALANCED | GBP196.80/mo | 40/mo | GBP4.92 unit profit | stable | 2 sellers,YES,BALANCED | 40/mo | GBP4.92 profit | GBP196.80 monthly gross | stable | 2 sellers
B0DV5P1GJ1,"Eden Fish Cuisine 2kg Medium Kibble. Premium Dry Dog Food for Adult & Senior Dogs - Salmon, Herring, Trout, White Fish, Green-lipped mussel & Spirulina, perfect for dogs with sensitive stomachs.",Eden Holistic Pet Foods,https://www.amazon.co.uk/dp/B0DV5P1GJ1,Pet Supplies,OK,25.99,26.56,2.0%,13941,27424,21,0,2,0,N,0.00,4.76,4.76,16.89,4.33,25.6%,17.69,21.66,0%,Lake Home Leisure & Pets (87%) / A7DHP0K,no,4.3,38,7,Y,5,STRONG,N,-,,LOW SELLER CHECK,KEEPA,5060438810249,,,10,10,9,5,8.8,9,7.5,8.3,BALANCED,2,181.90,OK,BALANCED | GBP181.90/mo | 42/mo | GBP4.33 unit profit | stable | 2 sellers,YES,BALANCED | 42/mo | GBP4.33 profit | GBP181.90 monthly gross | stable | 2 sellers
B0CP9JHRS2,"Loveblanket - The Waterproof Blanket, Love Blanket Waterproof for Couples, Multifunctional Waterproof Pet Blanket for Dog Cat, Protects Sofa Mattress and Furniture (Brown,57 in x 65 in)",FETNHU,https://www.amazon.co.uk/dp/B0CP9JHRS2,Pet Supplies,OK,36.00,35.99,0.0%,12957,13347,13,0,2,0,N,0.00,6.31,6.31,23.40,6.29,26.9%,24.74,29.71,0%,NGBINN (0%) / A3B8TPTEYUA0YJ,no,3.1,43,9,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,8967845690952,,,8,10,9,5,8.2,8.6,8.2,8.5,BALANCED,2,163.50,OK,BALANCED | GBP163.50/mo | 26/mo | GBP6.29 unit profit | stable | 2 sellers,MAYBE,BALANCED | 26/mo | GBP6.29 profit | GBP163.50 monthly gross | stable | 2 sellers
B0DV5NC256,"Eden Fish Cuisine 2kg Small Kibble. Premium Dry Dog Food for Adult & Senior Dogs - Salmon, Herring, Trout, White Fish, Green-lipped mussel & Spirulina, perfect for dogs with sensitive stomachs.",Eden Holistic Pet Foods,https://www.amazon.co.uk/dp/B0DV5NC256,Pet Supplies,OK,26.95,28.44,5.0%,18671,39415,17,0,2,0,N,0.00,4.91,4.91,17.52,4.52,25.8%,18.36,22.43,0%,Eden Holistic Pet Foods (100%) / A3UAD2S,no,4.7,9,7,Y,5,STRONG,Y,-,,LOW SELLER CHECK,KEEPA,5060438810188,,,10,10,6,5,8.2,7,7.1,6.8,BALANCED,2,153.70,OK,BALANCED | GBP153.70/mo | 34/mo | GBP4.52 unit profit | stable | 2 sellers,MAYBE,BALANCED | 34/mo | GBP4.52 profit | GBP153.70 monthly gross | stable | 2 sellers
B08WJFDCYF,Bamfords Top Flight Standard Parrot Food 12.5kg,Bamfords Top Flight,https://www.amazon.co.uk/dp/B08WJFDCYF,Pet Supplies,OK,27.99,27.99,0.0%,22301,24838,15,0,2,0,N,0.00,5.07,5.07,18.19,4.72,26.0%,19.10,23.27,0%,Food For Birds (94%) / A1I96Z4DTQRLCR,no,4.5,36,4,N,3,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,5060023157650,,,9,10,9,5,8.5,8.6,7.8,8.3,BALANCED,2,141.60,OK,BALANCED | GBP141.60/mo | 30/mo | GBP4.72 unit profit | stable | 2 sellers,YES,BALANCED | 30/mo | GBP4.72 profit | GBP141.60 monthly gross | stable | 2 sellers
B002CNTM8O,"Andis Number Ceramic Blade, 5 FC",Andis,https://www.amazon.co.uk/dp/B002CNTM8O,Pet Supplies,OK,35.10,35.91,2.0%,12024,15607,16,0,2,0,N,1.89,6.17,8.06,22.82,4.22,18.5%,22.53,30.88,0%,Diamond Edge Ltd (88%) / A2IGC9O7XLRUDH,no,4.4,11961,6,N,4,AVERAGE,N,-,MAYBE-ROI,LOW SELLER CHECK,KEEPA,"0040102643705, 5557890065657, 5662252322955, 5662252463337",040102643705,00040102643705,10,10,9,1,8,8.5,5.9,7.7,BALANCED,2,135.00,OK,BALANCED | GBP135.00/mo | 32/mo | GBP4.22 unit profit | stable | 2 sellers,MAYBE,BALANCED | 32/mo | GBP4.22 profit | GBP135.00 monthly gross | stable | 2 sellers
B0CG9XCRYN,equilibrium Simply Irresistible - horse supplement & treet,equilibrium,https://www.amazon.co.uk/dp/B0CG9XCRYN,Pet Supplies,OK,26.43,26.82,1.0%,20540,37299,15,0,3,0,N,0.00,4.83,4.83,17.18,4.42,25.7%,18.00,22.01,0%,Just Horse Riders (95%) / A1WK58OVOUW5JD,no,3.9,29,3,N,3,WEAK,N,-,,,KEEPA,5060124039336,,05060124039336,9,10,8,5,8.3,8.5,7.4,8,BALANCED,2,132.60,OK,BALANCED | GBP132.60/mo | 30/mo | GBP4.42 unit profit | stable | 3 sellers,BRAND APPROACH,BALANCED | 30/mo | GBP4.42 profit | GBP132.60 monthly gross | stable | 3 sellers
B00HCN0576,Johnsons Dog Flea Repellant Shampoo 5ltr,,https://www.amazon.co.uk/dp/B00HCN0576,Pet Supplies,OK,24.78,24.75,0.0%,31731,44555,16,0,2,0,N,0.00,4.58,4.58,16.11,4.10,25.4%,16.84,20.68,0%,Superpet Ltd (88%) / A2TJZM2IPQFK92,no,4.7,23,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5054251050173,,,8,10,9,5,8.2,8.6,7.5,8,BALANCED,2,131.20,OK,BALANCED | GBP131.20/mo | 32/mo | GBP4.10 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 32/mo | GBP4.10 profit | GBP131.20 monthly gross | stable | 2 sellers
B00HCN0576,Johnsons Dog Flea Repellant Shampoo 5ltr,,https://www.amazon.co.uk/dp/B00HCN0576,Pet Supplies,OK,24.78,24.75,0.0%,31731,44555,16,0,2,0,N,0.00,4.58,4.58,16.11,4.10,25.4%,16.84,20.68,0%,Superpet Ltd (88%) / A2TJZM2IPQFK92,no,4.7,23,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5054251050173,,,8,10,9,5,8.2,8.6,7.5,8,BALANCED,2,131.20,OK,BALANCED | GBP131.20/mo | 32/mo | GBP4.10 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 32/mo | GBP4.10 profit | GBP131.20 monthly gross | stable | 2 sellers
B079B18PY9,Express Pet Supplies 1kg Lamb Ears (Approx 40-60) Hypoallergenic Dog Treat Chew,Express Pet Supplies,https://www.amazon.co.uk/dp/B079B18PY9,Pet Supplies,OK,26.99,26.99,0.0%,11715,45070,13,0,2,0,N,0.00,4.92,4.92,17.54,4.53,25.8%,18.39,22.46,0%,EXPRESS PET SUPPLIES (98%) / AA5D67MVL01,no,4.5,166,6,N,4,AVERAGE,Y,-,,LOW SELLER CHECK,KEEPA,5060042470570,,,9,10,7,5,8.1,6.9,7.2,6.7,BALANCED,2,117.80,OK,BALANCED | GBP117.80/mo | 26/mo | GBP4.53 unit profit | stable | 2 sellers,MAYBE,BALANCED | 26/mo | GBP4.53 profit | GBP117.80 monthly gross | stable | 2 sellers
B07F7FTHMP,Marriage's Organic Mixed Corn - 20kg,Marriage's,https://www.amazon.co.uk/dp/B07F7FTHMP,Pet Supplies,HEAVY,25.00,25.00,0.0%,13820,39615,14,0,2,0,N,0.00,4.61,4.61,16.25,4.14,25.5%,16.99,20.86,0%,J P Morris (88%) / A1W5YZ6L27WKK6,no,5.0,13,5,N,4,AVERAGE,N,-,,LOW SELLER CHECK,KEEPA,5011259820528,,,9,10,8,4,8.1,8.3,7.4,7.8,BALANCED,2,115.90,OK,BALANCED | GBP115.90/mo | 28/mo | GBP4.14 unit profit | stable | 2 sellers,MAYBE,BALANCED | 28/mo | GBP4.14 profit | GBP115.90 monthly gross | stable | 2 sellers
B0CST1ZJVT,Shires Tempest Original Fleece Rug - Maroon 5ft3,Shires,https://www.amazon.co.uk/dp/B0CST1ZJVT,Pet Supplies,OK,34.19,35.13,3.0%,14809,50799,9,0,3,0,N,0.00,6.03,6.03,22.22,5.94,26.7%,23.47,28.25,0%,Oakfield (95%) / A3H0CXL7ZBNE58,no,5.0,2,3,N,3,WEAK,N,-,,,KEEPA,5051771907468,,05051771907468,9,10,7,5,8.1,7.8,7.6,7.7,BALANCED,2,106.90,OK,BALANCED | GBP106.90/mo | 18/mo | GBP5.94 unit profit | stable | 3 sellers,BRAND APPROACH,BALANCED | 18/mo | GBP5.94 profit | GBP106.90 monthly gross | stable | 3 sellers
B001F42NOQ,Johnsons Dog & Cat Anti Tangle Shampoo 5L,Bounce Generation,https://www.amazon.co.uk/dp/B001F42NOQ,Pet Supplies,OK,24.78,24.75,0.0%,29500,55708,13,0,2,0,N,0.00,4.58,4.58,16.11,4.10,25.4%,16.84,20.68,0%,Superpet Ltd (88%) / A2TJZM2IPQFK92,no,5.0,11,1,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,,,,8,10,8,5,8,8.3,7.4,7.8,BALANCED,2,106.60,OK,BALANCED | GBP106.60/mo | 26/mo | GBP4.10 unit profit | stable | 2 sellers,BRAND APPROACH,BALANCED | 26/mo | GBP4.10 profit | GBP106.60 monthly gross | stable | 2 sellers
B0CCF2Q8G7,Brambles Crunchy Hedgehog Food - Also Suitable for Badgers and Foxes - Nutritious Food with Kasabona Blue Vinyl Gloves (Crunchy 8kg),KasaBona,https://www.amazon.co.uk/dp/B0CCF2Q8G7,Pet Supplies,OK,30.95,30.96,0.0%,12414,39494,10,0,2,0,N,0.00,5.53,5.53,20.12,5.30,26.4%,21.18,25.65,0%,Gettabox (91%) / A292BGT65ET8F0,no,4.8,156,3,N,3,WEAK,N,-,,LOW SELLER CHECK,KEEPA,5060733702300,,,9,10,9,5,8.5,8,7.7,7.8,BALANCED,2,106.00,OK,BALANCED | GBP106.00/mo | 20/mo | GBP5.30 unit profit | stable | 2 sellers,YES,BALANCED | 20/mo | GBP5.30 profit | GBP106.00 monthly gross | stable | 2 sellers
B00I3KPAE0,"SPILLERS Performance Mix Horse Feed 20KG – Horse Feed for Optimum Performance Health – Food Containing Quality Protein, Vitamins and Minerals – Supports Digestive and Muscle Health",SPILLERS,https://www.amazon.co.uk/dp/B00I3KPAE0,Pet Supplies,OK,23.12,23.19,0.0%,27992,32706,25,0,3,0,N,0.00,4.32,4.32,15.03,3.77,25.1%,15.67,19.35,0%,JHO Supplies (74%) / AQWVEZ1VS08ZZ,no,4.5,18,6,N,4,AVERAGE,N,-,,,KEEPA,5037117901819,,05037117901819,9,10,7,5,8.1,8.8,7.5,8.1,CASH FLOW,2,188.50,OK,CASH FLOW | GBP188.50/mo | 50/mo | GBP3.77 unit profit | stable | 3 sellers,MAYBE,CASH FLOW | 50/mo | GBP3.77 profit | GBP188.50 monthly gross | stable | 3 sellers
B0F3T8WK4J,"Wheat Discs Duck Feed 15kg – Natural Floating Duck Food for Swans, Geese & Wild Birds – Healthy Whole Wheat Discs Waterfowl Floating Pellets – No Mess, No Waste",PERFECTONISH,https://www.amazon.co.uk/dp/B0F3T8WK4J,Pet Supplies,OK,22.85,23.17,1.0%,18645,27912,23,0,2,0,N,0.00,4.28,4.28,14.85,3.72,25.0%,15.48,19.13,0%,PERFECT2TRADE LTD (87%) / A1XUJGKU162YES,no,4.6,17,6,Y,5,STRONG,N,-,,LOW SELLER CHECK,KEEPA,,,,10,10,8,3,8.2,8.9,7.4,8.2,CASH FLOW,2,171.10,OK,CASH FLOW | GBP171.10/mo | 46/mo | GBP3.72 unit profit | stable | 2 sellers,MAYBE,CASH FLOW | 46/mo | GBP3.72 profit | GBP171.10 monthly gross | stable | 2 sellers
